city,Latitude,Longitude,time_iso8601,weather_code_wmo_code,temperature_2m_max_deg_C,temperature_2m_min_deg_C,temperature_2m_mean_deg_C,apparent_temperature_max_deg_C,apparent_temperature_min_deg_C,apparent_temperature_mean_deg_C,sunrise_iso8601,sunset_iso8601,daylight_duration_s,sunshine_duration_s,precipitation_sum_mm,rain_sum_mm,snowfall_sum_cm,precipitation_hours_h,wind_speed_10m_max_km_per_h,wind_gusts_10m_max_km_per_h,wind_direction_10m_dominant_deg_,shortwave_radiation_sum_MJ_per_msq,et0_fao_evapotranspiration_mm
Berlin,52.5170365,13.3888599,2024-02-18,53,9.3,0.6,6.1,5.8,-2.6,2.7,2024-02-18T06:17,2024-02-18T16:23,36368.53,8989.91,1.6,1.6,0.0,5.0,19.6,33.5,158,5.17,0.87
Berlin,52.5170365,13.3888599,2024-02-19,55,8.5,6.6,7.5,5.1,1.5,3.6,2024-02-19T06:15,2024-02-19T16:25,36604.61,1369.34,5.3,5.3,0.0,17.0,29.4,53.6,273,2.24,0.44
Berlin,52.5170365,13.3888599,2024-02-20,51,8.6,6.3,7.2,4.7,2.3,3.4,2024-02-20T06:13,2024-02-20T16:27,36840.49,8580.25,1.2,1.2,0.0,11.0,26.1,46.4,275,3.77,0.67
Berlin,52.5170365,13.3888599,2024-02-21,53,10.6,6.6,8.0,7.3,3.1,4.3,2024-02-21T06:11,2024-02-21T16:29,37075.98,6971.02,2.0,2.0,0.0,8.0,26.6,46.8,231,3.71,0.83
Hamburg,53.550341,10.000654,2024-01-01,53,7.3,3.7,5.9,2.9,0.0,1.7,2024-01-01T07:36,2024-01-01T15:10,27250.94,0.0,3.2,3.2,0.0,5.0,22.1,38.5,211,1.09,0.45
Hamburg,53.550341,10.000654,2024-01-02,63,9.2,3.4,5.1,5.8,-0.3,1.2,2024-01-02T07:36,2024-01-02T15:11,27329.12,0.0,24.2,24.2,0.0,18.0,23.5,41.0,136,0.38,0.16
Hamburg,53.550341,10.000654,2024-01-03,61,9.5,6.3,8.1,5.3,2.0,3.7,2024-01-03T07:35,2024-01-03T15:12,27413.72,9977.2,8.0,8.0,0.0,16.0,33.1,61.6,230,1.79,0.49
Hamburg,53.550341,10.000654,2024-01-04,71,5.8,-0.1,1.7,1.4,-4.8,-2.8,2024-01-04T07:35,2024-01-04T15:13,27504.55,0.0,0.8,0.3,0.35,7.0,25.9,47.5,310,0.8,0.35
Hamburg,53.550341,10.000654,2024-01-05,75,1.1,-0.0,0.4,-4.2,-5.1,-4.7,2024-01-05T07:35,2024-01-05T15:15,27601.43,0.0,9.3,0.5,6.16,21.0,23.6,42.1,90,0.48,0.3
Hamburg,53.550341,10.000654,2024-01-06,73,0.4,-1.7,-0.7,-4.5,-7.0,-5.9,2024-01-06T07:34,2024-01-06T15:16,27704.18,0.0,11.2,0.3,7.63,22.0,20.3,37.1,70,0.56,0.25
Hamburg,53.550341,10.000654,2024-01-07,71,-1.2,-4.0,-2.4,-5.6,-9.1,-7.3,2024-01-07T07:34,2024-01-07T15:17,27812.63,17386.3,0.3,0.0,0.21,2.0,17.3,31.7,35,2.86,0.32
Hamburg,53.550341,10.000654,2024-01-08,71,-1.1,-6.3,-2.8,-6.3,-10.5,-7.7,2024-01-08T07:33,2024-01-08T15:19,27926.59,20570.33,0.6,0.0,0.42,5.0,20.9,41.0,59,2.69,0.34
Hamburg,53.550341,10.000654,2024-01-09,3,-4.5,-9.6,-6.6,-8.3,-14.5,-10.7,2024-01-09T07:33,2024-01-09T15:20,28045.87,15059.66,0.0,0.0,0.0,0.0,11.1,15.8,75,3.41,0.17
Hamburg,53.550341,10.000654,2024-01-10,3,-4.6,-7.6,-5.9,-7.6,-11.7,-9.6,2024-01-10T07:32,2024-01-10T15:21,28170.31,19470.01,0.0,0.0,0.0,0.0,6.8,15.8,83,3.13,0.17
Hamburg,53.550341,10.000654,2024-01-11,3,2.1,-6.3,-2.2,-1.2,-10.7,-6.0,2024-01-11T07:32,2024-01-11T15:23,28299.71,0.0,0.0,0.0,0.0,0.0,10.8,19.4,298,1.79,0.18
Hamburg,53.550341,10.000654,2024-01-12,3,2.8,-6.6,-0.6,-1.0,-11.1,-4.7,2024-01-12T07:31,2024-01-12T15:24,28433.9,0.0,0.0,0.0,0.0,0.0,16.8,29.5,273,1.75,0.18
Hamburg,53.550341,10.000654,2024-01-13,71,3.3,1.9,2.7,-1.5,-2.7,-2.2,2024-01-13T07:30,2024-01-13T15:26,28573.0,0.0,4.7,4.6,0.07,14.0,26.1,45.4,266,0.55,0.18
Hamburg,53.550341,10.000654,2024-01-14,73,3.5,1.0,2.0,-1.1,-4.6,-2.9,2024-01-14T07:29,2024-01-14T15:28,28718.53,12092.72,3.9,2.9,0.7,12.0,25.7,45.0,265,2.31,0.28
Hamburg,53.550341,10.000654,2024-01-15,75,1.6,-3.8,-0.1,-2.5,-7.4,-4.7,2024-01-15T07:28,2024-01-15T15:29,28870.42,1656.02,6.0,0.6,3.78,11.0,27.7,49.0,272,1.92,0.29
Hamburg,53.550341,10.000654,2024-01-16,73,0.9,-6.0,-1.7,-3.6,-10.2,-6.5,2024-01-16T07:27,2024-01-16T15:31,29028.35,6735.76,1.6,0.0,1.12,5.0,20.5,37.1,235,2.82,0.33
Hamburg,53.550341,10.000654,2024-01-17,3,-1.0,-5.3,-2.5,-4.6,-9.5,-7.0,2024-01-17T07:26,2024-01-17T15:32,29191.96,5578.84,0.0,0.0,0.0,0.0,20.7,36.4,208,2.43,0.34
Hamburg,53.550341,10.000654,2024-01-18,1,1.5,-6.4,-3.3,-2.8,-10.9,-7.7,2024-01-18T07:25,2024-01-18T15:34,29360.93,24141.85,0.0,0.0,0.0,0.0,17.6,30.2,262,4.56,0.33
Hamburg,53.550341,10.000654,2024-01-19,71,2.1,-2.6,0.3,-4.0,-8.1,-5.6,2024-01-19T07:24,2024-01-19T15:36,29534.92,24284.29,0.2,0.0,0.14,2.0,30.4,53.3,251,3.9,0.62
Hamburg,53.550341,10.000654,2024-01-20,3,2.9,-1.3,0.9,-2.6,-6.3,-4.7,2024-01-20T07:23,2024-01-20T15:38,29713.61,20586.9,0.0,0.0,0.0,0.0,27.9,49.3,242,3.46,0.52
Hamburg,53.550341,10.000654,2024-01-21,73,5.2,-0.7,2.6,-1.0,-6.0,-3.5,2024-01-21T07:22,2024-01-21T15:40,29896.68,3528.45,0.4,0.1,0.21,1.0,29.8,51.8,202,1.35,1.31
Hamburg,53.550341,10.000654,2024-01-22,61,9.2,4.9,6.9,4.6,-0.9,1.4,2024-01-22T07:20,2024-01-22T15:41,30083.82,7194.76,6.5,6.5,0.0,11.0,38.5,69.1,228,1.17,0.76
Hamburg,53.550341,10.000654,2024-01-23,71,7.6,3.8,5.6,2.6,-1.7,0.4,2024-01-23T07:19,2024-01-23T15:43,30274.73,23209.99,4.2,4.0,0.14,8.0,31.8,59.0,239,3.55,0.78
Hamburg,53.550341,10.000654,2024-01-24,61,11.5,6.3,8.6,6.0,0.3,2.4,2024-01-24T07:18,2024-01-24T15:45,30469.11,14060.03,9.5,9.5,0.0,15.0,41.7,77.4,260,2.2,1.03
Hamburg,53.550341,10.000654,2024-01-25,3,8.1,2.7,5.8,4.1,-0.1,1.6,2024-01-25T07:16,2024-01-25T15:47,30666.67,17712.99,0.0,0.0,0.0,0.0,31.8,58.7,274,3.51,0.62
Hamburg,53.550341,10.000654,2024-01-26,63,9.6,4.6,6.6,4.8,-0.9,1.9,2024-01-26T07:15,2024-01-26T15:49,30867.14,4586.97,6.1,6.1,0.0,6.0,37.9,66.2,254,1.23,0.53
Hamburg,53.550341,10.000654,2024-01-27,3,7.2,1.4,4.4,3.0,-2.3,0.3,2024-01-27T07:13,2024-01-27T15:51,31070.24,25275.64,0.0,0.0,0.0,0.0,22.2,40.7,260,4.38,0.54
Hamburg,53.550341,10.000654,2024-01-28,3,7.1,-0.7,2.8,3.3,-4.3,-1.1,2024-01-28T07:12,2024-01-28T15:53,31275.69,25643.79,0.0,0.0,0.0,0.0,14.5,24.8,163,5.11,0.77
Hamburg,53.550341,10.000654,2024-01-29,3,9.2,2.6,5.6,6.2,-1.4,2.3,2024-01-29T07:10,2024-01-29T15:55,31483.26,21880.98,0.0,0.0,0.0,0.0,13.8,23.8,197,4.39,0.83
Hamburg,53.550341,10.000654,2024-01-30,51,10.0,3.5,7.2,7.3,0.6,3.9,2024-01-30T07:09,2024-01-30T15:57,31692.67,919.33,0.3,0.3,0.0,3.0,24.1,42.1,220,2.66,0.57
Hamburg,53.550341,10.000654,2024-01-31,51,6.4,4.6,5.4,1.8,-0.9,0.5,2024-01-31T07:07,2024-01-31T15:59,31903.71,13363.14,0.3,0.3,0.0,2.0,28.4,49.7,245,3.65,0.96
Hamburg,53.550341,10.000654,2024-02-01,55,7.9,4.1,5.8,2.8,-0.3,0.9,2024-02-01T07:05,2024-02-01T16:00,32116.1,26234.49,2.5,2.5,0.0,6.0,30.4,55.8,273,5.01,0.75
Hamburg,53.550341,10.000654,2024-02-02,51,8.9,3.9,6.7,4.1,-0.4,2.0,2024-02-02T07:04,2024-02-02T16:02,32330.04,0.0,0.9,0.9,0.0,9.0,27.5,48.2,253,1.25,0.53
Hamburg,53.550341,10.000654,2024-02-03,51,10.8,5.5,8.7,5.7,1.1,4.1,2024-02-03T07:02,2024-02-03T16:04,32547.65,3600.0,0.9,0.9,0.0,7.0,31.4,55.4,272,1.99,0.73
Hamburg,53.550341,10.000654,2024-02-04,55,9.0,5.1,6.7,3.6,-0.2,1.5,2024-02-04T07:00,2024-02-04T16:06,32769.01,7981.21,6.7,6.7,0.0,9.0,35.7,64.8,265,3.13,0.73
Hamburg,53.550341,10.000654,2024-02-05,55,9.0,8.1,8.5,4.2,2.8,3.5,2024-02-05T06:59,2024-02-05T16:08,32993.82,0.0,6.3,6.3,0.0,17.0,31.9,58.0,262,0.78,0.6
Hamburg,53.550341,10.000654,2024-02-06,61,10.4,5.8,8.8,5.0,0.9,3.8,2024-02-06T06:57,2024-02-06T16:10,33221.78,0.0,11.7,11.7,0.0,17.0,33.5,63.4,249,1.14,0.67
Hamburg,53.550341,10.000654,2024-02-07,51,5.9,-0.3,3.6,1.2,-4.0,-1.0,2024-02-07T06:55,2024-02-07T16:12,33452.59,27281.26,0.1,0.1,0.0,1.0,24.2,41.8,279,6.17,0.96
Hamburg,53.550341,10.000654,2024-02-08,73,4.1,-0.4,1.6,1.5,-4.2,-1.9,2024-02-08T06:53,2024-02-08T16:14,33685.98,3222.19,2.8,2.1,0.49,11.0,17.9,30.6,165,2.93,0.38
Hamburg,53.550341,10.000654,2024-02-09,75,4.6,1.0,2.4,2.2,-4.7,-1.8,2024-02-09T06:51,2024-02-09T16:16,33921.68,0.0,24.9,21.1,2.66,22.0,25.1,44.3,103,0.9,0.16
Hamburg,53.550341,10.000654,2024-02-10,61,10.3,4.1,6.3,8.4,1.1,3.6,2024-02-10T06:49,2024-02-10T16:18,34159.41,14667.62,3.5,3.5,0.0,5.0,16.7,28.4,94,4.4,0.47
Hamburg,53.550341,10.000654,2024-02-11,53,6.7,4.9,5.5,3.5,1.1,2.4,2024-02-11T06:47,2024-02-11T16:20,34398.91,0.0,4.0,4.0,0.0,12.0,18.6,32.8,82,1.46,0.26
Hamburg,53.550341,10.000654,2024-02-12,51,8.0,3.3,5.7,4.5,-0.3,2.5,2024-02-12T06:45,2024-02-12T16:22,34639.95,13040.73,2.3,2.3,0.0,12.0,19.1,35.6,268,3.59,0.48
Hamburg,53.550341,10.000654,2024-02-13,53,7.2,2.3,4.8,3.7,-1.7,0.8,2024-02-13T06:43,2024-02-13T16:24,34882.26,12511.33,1.0,1.0,0.0,4.0,22.0,40.7,228,3.51,0.57
Hamburg,53.550341,10.000654,2024-02-14,61,11.2,4.8,8.1,8.3,1.0,5.1,2024-02-14T06:41,2024-02-14T16:26,35125.63,240.38,11.7,11.7,0.0,20.0,18.9,34.6,206,1.78,0.37
Hamburg,53.550341,10.000654,2024-02-15,53,12.4,10.1,11.5,10.8,8.1,9.7,2024-02-15T06:39,2024-02-15T16:28,35369.81,0.0,2.7,2.7,0.0,13.0,14.9,25.9,208,1.71,0.35
Hamburg,53.550341,10.000654,2024-02-16,55,15.3,9.3,11.3,12.0,6.2,8.7,2024-02-16T06:37,2024-02-16T16:30,35614.59,22309.36,2.1,2.1,0.0,6.0,23.5,44.6,225,5.14,0.95
Hamburg,53.550341,10.000654,2024-02-17,51,9.4,0.8,6.3,6.2,-2.3,2.7,2024-02-17T06:35,2024-02-17T16:32,35859.74,30391.91,0.3,0.3,0.0,2.0,22.5,41.4,286,6.76,0.9
Hamburg,53.550341,10.000654,2024-02-18,61,8.5,1.5,6.6,5.8,-1.9,3.4,2024-02-18T06:33,2024-02-18T16:34,36105.06,0.0,13.3,13.3,0.0,15.0,18.5,31.7,172,0.89,0.36
Hamburg,53.550341,10.000654,2024-02-19,53,9.5,6.0,7.6,6.0,1.1,3.9,2024-02-19T06:30,2024-02-19T16:36,36350.33,5503.47,3.3,3.3,0.0,10.0,25.8,45.4,286,3.59,0.54
Hamburg,53.550341,10.000654,2024-02-20,51,9.6,6.3,7.7,5.5,2.6,3.9,2024-02-20T06:28,2024-02-20T16:38,36595.35,13549.57,0.4,0.4,0.0,4.0,23.0,40.7,260,5.2,0.82
Hamburg,53.550341,10.000654,2024-02-21,53,9.8,7.8,8.6,6.3,3.7,4.9,2024-02-21T06:26,2024-02-21T16:40,36839.93,4860.01,3.1,3.1,0.0,12.0,23.3,40.3,220,2.92,0.75
Munich,48.1371079,11.5753822,2024-01-01,51,7.4,2.8,4.4,1.9,-2.3,-0.5,2024-01-01T07:03,2024-01-01T15:29,30365.48,25743.93,0.1,0.1,0.0,1.0,24.2,51.8,242,5.47,1.07
Munich,48.1371079,11.5753822,2024-01-02,53,9.8,1.8,5.9,4.4,-2.3,1.1,2024-01-02T07:03,2024-01-02T15:30,30425.83,0.0,1.7,1.7,0.0,7.0,29.0,54.7,235,0.78,1.22
Munich,48.1371079,11.5753822,2024-01-03,53,11.1,7.0,8.9,5.3,0.9,3.1,2024-01-03T07:03,2024-01-03T15:31,30491.18,15373.79,0.7,0.7,0.0,1.0,35.8,68.0,249,3.72,1.91
Munich,48.1371079,11.5753822,2024-01-04,53,7.9,1.8,5.6,2.3,-1.2,0.3,2024-01-04T07:03,2024-01-04T15:32,30561.41,20642.02,2.5,2.5,0.0,7.0,33.2,66.2,249,4.18,0.95
Munich,48.1371079,11.5753822,2024-01-05,55,8.4,0.2,3.6,5.7,-3.7,0.8,2024-01-05T07:03,2024-01-05T15:34,30636.38,6098.43,5.9,5.9,0.0,11.0,9.2,16.6,210,2.8,0.45
Munich,48.1371079,11.5753822,2024-01-06,73,4.5,1.0,2.6,2.6,-2.3,-0.2,2024-01-06T07:03,2024-01-06T15:35,30715.98,0.0,17.4,15.0,1.68,24.0,10.2,19.1,301,0.63,0.16
Munich,48.1371079,11.5753822,2024-01-07,73,0.9,-5.6,-0.8,-2.6,-10.1,-4.9,2024-01-07T07:03,2024-01-07T15:36,30800.06,0.0,14.5,1.1,9.38,21.0,13.9,24.5,14,1.18,0.18
Munich,48.1371079,11.5753822,2024-01-08,71,-2.8,-8.1,-4.7,-7.7,-13.5,-9.6,2024-01-08T07:02,2024-01-08T15:37,30888.51,10800.0,0.2,0.0,0.14,2.0,17.2,31.7,60,4.09,0.38
Munich,48.1371079,11.5753822,2024-01-09,2,-4.4,-12.6,-8.1,-9.2,-16.8,-13.3,2024-01-09T07:02,2024-01-09T15:38,30981.19,25994.62,0.0,0.0,0.0,0.0,16.2,31.7,80,5.97,0.47
Munich,48.1371079,11.5753822,2024-01-10,3,-3.6,-13.1,-8.1,-7.1,-16.9,-11.9,2024-01-10T07:02,2024-01-10T15:39,31077.97,19371.37,0.0,0.0,0.0,0.0,7.1,12.6,143,5.08,0.32
Munich,48.1371079,11.5753822,2024-01-11,3,-4.9,-10.8,-7.7,-8.2,-14.7,-11.4,2024-01-11T07:01,2024-01-11T15:41,31178.74,7517.77,0.0,0.0,0.0,0.0,7.9,13.7,227,4.36,0.28
Munich,48.1371079,11.5753822,2024-01-12,3,-2.6,-9.0,-5.7,-6.1,-13.6,-9.6,2024-01-12T07:01,2024-01-12T15:42,31283.35,25831.74,0.0,0.0,0.0,0.0,9.9,15.8,266,5.69,0.37
Munich,48.1371079,11.5753822,2024-01-13,3,-2.0,-9.2,-5.1,-6.3,-14.1,-9.3,2024-01-13T07:00,2024-01-13T15:43,31391.91,14829.75,0.0,0.0,0.0,0.0,11.5,24.1,254,4.63,0.31
Munich,48.1371079,11.5753822,2024-01-14,3,1.9,-8.0,-4.2,-2.8,-13.5,-8.6,2024-01-14T07:00,2024-01-14T15:44,31505.62,26846.51,0.0,0.0,0.0,0.0,21.6,39.6,254,6.65,0.6
Munich,48.1371079,11.5753822,2024-01-15,73,0.9,-4.5,-1.9,-4.8,-10.3,-7.6,2024-01-15T06:59,2024-01-15T15:46,31624.46,22448.09,2.1,0.0,1.47,5.0,23.1,46.4,266,5.32,0.67
Munich,48.1371079,11.5753822,2024-01-16,3,0.2,-9.0,-4.9,-3.0,-13.7,-9.2,2024-01-16T06:58,2024-01-16T15:47,31748.17,19440.02,0.0,0.0,0.0,0.0,19.8,35.6,226,5.07,0.47
Munich,48.1371079,11.5753822,2024-01-17,73,6.4,-4.2,1.9,1.9,-7.8,-1.9,2024-01-17T06:57,2024-01-17T15:49,31876.51,0.0,9.5,7.5,1.4,16.0,20.0,45.4,195,1.53,0.46
Munich,48.1371079,11.5753822,2024-01-18,75,9.7,-1.3,4.0,4.4,-5.5,-0.1,2024-01-18T06:57,2024-01-18T15:50,32009.21,3966.71,10.6,5.7,3.43,15.0,28.2,51.8,256,2.01,0.49
Munich,48.1371079,11.5753822,2024-01-19,73,-0.5,-5.9,-2.7,-5.2,-10.0,-7.0,2024-01-19T06:56,2024-01-19T15:51,32146.04,8034.14,0.8,0.0,0.56,4.0,12.4,26.3,280,3.57,0.44
Munich,48.1371079,11.5753822,2024-01-20,1,1.4,-8.2,-5.4,-2.9,-12.9,-9.6,2024-01-20T06:55,2024-01-20T15:53,32286.76,27984.46,0.0,0.0,0.0,0.0,10.8,18.7,149,7.02,0.7
Munich,48.1371079,11.5753822,2024-01-21,2,5.9,-8.9,-2.4,1.5,-13.4,-6.9,2024-01-21T06:54,2024-01-21T15:54,32431.11,22857.37,0.0,0.0,0.0,0.0,12.3,22.0,216,6.07,0.92
Munich,48.1371079,11.5753822,2024-01-22,63,11.5,-5.3,3.2,5.8,-10.0,-2.0,2024-01-22T06:53,2024-01-22T15:56,32578.88,5383.37,8.2,8.2,0.0,7.0,32.1,58.7,237,2.61,1.28
Munich,48.1371079,11.5753822,2024-01-23,71,6.0,3.2,4.6,1.3,-2.3,-0.6,2024-01-23T06:52,2024-01-23T15:57,32729.83,26608.12,2.8,2.7,0.07,12.0,28.1,54.7,255,5.52,0.91
Munich,48.1371079,11.5753822,2024-01-24,61,12.9,6.0,9.5,6.3,1.0,3.9,2024-01-24T06:51,2024-01-24T15:59,32883.73,931.35,4.3,4.3,0.0,6.0,40.1,76.3,262,2.3,1.44
Munich,48.1371079,11.5753822,2024-01-25,53,8.2,5.3,6.3,4.1,0.9,2.6,2024-01-25T06:50,2024-01-25T16:01,33040.36,14618.24,1.9,1.9,0.0,10.0,21.5,40.3,273,4.74,0.79
Munich,48.1371079,11.5753822,2024-01-26,55,11.5,2.0,7.2,7.0,-1.3,3.2,2024-01-26T06:49,2024-01-26T16:02,33199.5,4219.57,4.6,4.6,0.0,8.0,30.0,56.2,261,2.49,0.66
Munich,48.1371079,11.5753822,2024-01-27,0,6.0,-2.3,0.8,3.2,-6.1,-2.6,2024-01-27T06:48,2024-01-27T16:04,33360.94,29186.51,0.0,0.0,0.0,0.0,10.1,17.3,242,7.91,0.77
Munich,48.1371079,11.5753822,2024-01-28,1,9.3,-4.4,0.6,5.9,-8.4,-3.4,2024-01-28T06:47,2024-01-28T16:05,33524.47,29368.1,0.0,0.0,0.0,0.0,14.1,20.5,131,7.93,1.04
Munich,48.1371079,11.5753822,2024-01-29,1,10.6,-4.6,0.8,7.5,-8.6,-2.7,2024-01-29T06:46,2024-01-29T16:07,33689.89,29078.94,0.0,0.0,0.0,0.0,11.6,14.0,172,7.95,0.99
Munich,48.1371079,11.5753822,2024-01-30,3,11.2,-1.7,3.4,9.4,-5.4,-0.0,2024-01-30T06:44,2024-01-30T16:08,33857.01,28728.68,0.0,0.0,0.0,0.0,11.7,19.4,224,7.43,1.05
Munich,48.1371079,11.5753822,2024-01-31,3,10.8,0.7,4.4,8.7,-2.8,1.4,2024-01-31T06:43,2024-01-31T16:10,34025.62,27687.16,0.0,0.0,0.0,0.0,11.4,19.8,237,6.91,0.9
Munich,48.1371079,11.5753822,2024-02-01,61,7.2,3.0,6.0,3.0,-0.9,2.2,2024-02-01T06:42,2024-02-01T16:12,34195.52,0.0,6.2,6.2,0.0,11.0,20.8,38.5,260,1.11,0.42
Munich,48.1371079,11.5753822,2024-02-02,51,7.9,4.4,6.1,3.3,0.6,1.9,2024-02-02T06:41,2024-02-02T16:13,34366.87,7220.09,0.4,0.4,0.0,3.0,23.6,43.2,254,2.91,1.0
Munich,48.1371079,11.5753822,2024-02-03,3,11.1,4.8,7.4,6.8,0.3,3.0,2024-02-03T06:39,2024-02-03T16:15,34541.37,30489.43,0.0,0.0,0.0,0.0,22.6,41.8,269,8.47,1.78
Munich,48.1371079,11.5753822,2024-02-04,55,10.3,5.1,7.4,5.9,0.6,2.8,2024-02-04T06:38,2024-02-04T16:16,34719.08,6719.8,3.7,3.7,0.0,6.0,25.2,46.4,255,3.47,1.0
Munich,48.1371079,11.5753822,2024-02-05,3,12.0,6.4,8.5,7.8,1.1,3.7,2024-02-05T06:36,2024-02-05T16:18,34899.77,30881.6,0.0,0.0,0.0,0.0,25.6,47.9,259,8.68,2.05
Munich,48.1371079,11.5753822,2024-02-06,1,9.9,4.5,7.5,5.4,-0.8,2.6,2024-02-06T06:35,2024-02-06T16:19,35083.2,31081.74,0.0,0.0,0.0,0.0,22.0,40.3,261,8.61,1.97
Munich,48.1371079,11.5753822,2024-02-07,53,10.4,4.4,7.6,4.5,-1.2,2.0,2024-02-07T06:33,2024-02-07T16:21,35269.14,17429.87,1.0,1.0,0.0,3.0,30.5,58.7,250,5.3,1.88
Munich,48.1371079,11.5753822,2024-02-08,55,12.8,6.7,9.4,8.1,1.7,5.1,2024-02-08T06:32,2024-02-08T16:23,35457.37,8850.52,2.3,2.3,0.0,4.0,28.1,53.6,244,3.7,1.49
Munich,48.1371079,11.5753822,2024-02-09,51,12.3,5.8,8.3,11.1,3.6,6.3,2024-02-09T06:30,2024-02-09T16:24,35647.66,10800.0,0.3,0.3,0.0,3.0,9.5,15.1,130,4.66,0.73
Munich,48.1371079,11.5753822,2024-02-10,3,14.0,3.8,8.1,11.0,1.1,5.4,2024-02-10T06:29,2024-02-10T16:26,35839.8,5355.56,0.0,0.0,0.0,0.0,14.2,26.6,151,4.99,1.08
Munich,48.1371079,11.5753822,2024-02-11,53,8.6,4.2,6.0,5.2,-1.0,1.8,2024-02-11T06:27,2024-02-11T16:28,36033.57,0.0,3.8,3.8,0.0,14.0,26.6,49.3,246,2.1,0.58
Munich,48.1371079,11.5753822,2024-02-12,75,8.5,3.4,5.2,5.1,-0.5,1.4,2024-02-12T06:26,2024-02-12T16:29,36228.79,32255.28,6.3,4.4,1.33,8.0,20.9,39.2,255,7.09,1.0
Munich,48.1371079,11.5753822,2024-02-13,51,8.5,0.6,4.2,4.6,-3.0,0.6,2024-02-13T06:24,2024-02-13T16:31,36425.23,28001.32,1.4,1.4,0.0,8.0,16.0,30.2,253,6.71,0.93
Munich,48.1371079,11.5753822,2024-02-14,3,12.7,0.8,7.0,10.1,-2.9,3.5,2024-02-14T06:22,2024-02-14T16:32,36622.72,32400.0,0.0,0.0,0.0,0.0,15.5,29.2,234,7.96,1.44
Munich,48.1371079,11.5753822,2024-02-15,3,14.8,3.3,8.3,13.1,0.0,6.0,2024-02-15T06:21,2024-02-15T16:34,36821.05,30039.91,0.0,0.0,0.0,0.0,11.2,15.8,164,9.21,1.35
Munich,48.1371079,11.5753822,2024-02-16,3,16.2,1.5,8.5,14.3,-1.5,6.2,2024-02-16T06:19,2024-02-16T16:36,37020.05,30648.04,0.0,0.0,0.0,0.0,11.5,19.8,239,9.44,1.43
Munich,48.1371079,11.5753822,2024-02-17,55,11.7,4.1,8.9,9.1,1.7,6.9,2024-02-17T06:17,2024-02-17T16:37,37219.53,14401.33,6.6,6.6,0.0,11.0,12.5,25.6,277,3.68,0.67
Munich,48.1371079,11.5753822,2024-02-18,51,12.9,3.6,8.5,11.2,0.9,6.1,2024-02-18T06:15,2024-02-18T16:39,37419.3,29048.54,0.2,0.2,0.0,1.0,19.4,34.9,226,9.81,1.41
